plot_date,RR_7d_rolling_mean,ss_7d_rolling_mean
1900-11-09,6.592559107559107,4.488169449598021
1900-11-10,6.7883283383283395,4.456351267779839
1900-11-11,8.791548950244602,4.282077922077922
1900-11-12,8.866104024799677,4.420482374768089
1900-11-13,8.195598530294182,4.537860235003093
1900-11-14,8.241202925898579,4.566106988249845
1900-11-15,8.416269063464716,4.581294958174658
1900-11-16,8.463671660867314,4.4901384955896235
1900-11-17,7.866831001526654,4.70593936139049
1900-11-18,5.950647426647427,4.98423868111838
1900-11-19,6.247012736056214,5.039433486313186
1900-11-20,8.39979845034193,5.018345050939035
1900-11-21,8.886107974151454,5.031007388601374
1900-11-22,8.809863385406866,4.820445269016697
1900-11-23,8.90037721939896,4.721125541125541
1900-11-24,9.450972457494197,4.740389610389611
1900-11-25,9.684427890949632,4.631168831168831
1900-11-26,10.067890623868886,4.628571428571428
1900-11-27,8.155701182875097,4.431632653061224
1900-11-28,8.126534516208428,4.081632653061225
1900-11-29,8.856469581143495,3.987721088435374
1900-11-30,8.573488214683866,4.007448979591837
1900-12-01,7.667535833731487,3.7139424860853434
1900-12-02,8.289096273291927,3.6210204081632655
1900-12-03,8.581310559006212,3.356662543805401
1900-12-04,9.148261904761906,3.4195196866625435
1900-12-05,8.809571428571429,3.486959389816533
1900-12-06,7.628585034013605,3.5985580292723154
1900-12-07,7.013585034013607,3.660524634096063
1900-12-08,7.389013605442178,3.6436415172129455
1900-12-09,7.593068027210885,3.4708864151721293
1900-12-10,7.5425204081632655,3.2905009276437847
1900-12-11,7.5531156462585045,3.158846792305439
1900-12-12,7.198638420585627,3.1511473488917097
1900-12-13,7.430762381281015,3.0207824756696935
1900-12-14,7.953015128533763,2.703033557920776
1900-12-15,8.222641502160137,2.6049816098688274
1900-12-16,8.174444223248573,2.7457979363994403
1900-12-17,7.617355478659827,2.950151677896039
1900-12-18,7.444156720895853,3.177792207792208
1900-12-19,8.018093653528437,3.214155844155844
1900-12-20,7.383124918559702,3.1792145949288804
1900-12-21,6.676473675066354,3.5368336425479283
1900-12-22,7.8212146483787555,3.7691063698206553
1900-12-23,7.445928934093041,3.7046165739022885
1900-12-24,8.049675187839295,3.779421768707483
1900-12-25,7.6718875510454465,3.6134353741496597
1900-12-26,7.505999272657169,3.6738249845392703
1900-12-27,8.973588205463493,3.7516233766233773
1900-12-28,11.073558130275524,3.5104545454545457
1900-12-29,10.34772258055954,3.4230303030303033
1900-12-30,10.679667096671446,3.4036363636363633
1900-12-31,10.679391563147,3.3636363636363633
